food_no,food_name,food_dsc,food_star,food_review_count,food_class_no,food_img_url
188,닭구이,닭구이 : 닭고기를 저며 소금을 뿌리고 양념을 하여 구운 것,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5rrC4D-FyVuUb9pV2KS5TtXgTU-f47MJs8JN08ew95vz3KTFZHDThaQtqag&s
189,닭꼬치,NULL,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHyokrRVntztJT5iZAfrcRryHHffWJTFcRKEfX34lkIbqyZFETlI9r1au6ww&s
190,닭날개구이,닭구이 : 닭고기를 저며 소금을 뿌리고 양념을 하여 구운 것,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7nHEWwKw2y_FO8IrMGCaTVP0fvqYD8vwWv6adp6PhQx0rCBC3-1MpCVdgvXQ&s
191,닭날개튀김,NULL,0,0,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQajJtPgxLLT--GdpYEqUJRNd8PWvEXJvTeGdJ-dcYNp3_MFC6tBNd1HSANFQ&s
192,닭다리구이,NULL,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTctXFob5SJhXzfRviYqvpqSv3kyJs9pORMt1fiur7g6NRnQV7uXDMRpOQkhg&s
193,닭도리탕,닭볶음탕 : 닭과 감자를 먹기 좋게 도막 내어 냄비에 넣고 매운 양념장과 버무려 바특하게 끓여 낸 닭고기 요리,0,0,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlb-JfZQ9BDPCIDN-d4wQVf9xQuZCC1NHarZYPs-Q3-bn4sk7qQojTkdMGoaw&s
194,닭모래집볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDZ5Bi-lK47a7yka4XPYkIXkVGoM5X4rmSZlN-ffMV1u-uwTAIwPHeXX3ozHs&s
195,닭발구이,NULL,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRn63qcPXLuSWvnznKrsz6ay-7yc_9VCPtwMUkkI9X5678UXKtAZKk6hwPMhA&s
196,닭발볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0P0e3_GVohLhjcfpSHt9HR_NoozFvxD8GXZ0HkX3B0y4VRH__Ha3Nkplmxg&s
197,닭백숙,"닭 백숙 : 손질한 닭에 물을 붓고 끓인 후 여기에 씻어 놓은 찹쌀과 마늘, 인삼을 넣어 끓인 국",0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjbe43AaoCBIC1SsWfreGpGwZBMP5sNLYKg_pxZoqPhvttMoiAGfBM6xcXFg&s
198,닭볶음,"닭볶음 : 토막 내어 데친 닭고기, 감자, 당근에 고추장 양념(고추장, 고춧가루, 간장, 설탕, 다진 파ㆍ마늘ㆍ생강, 후춧가루)을 넣고 물을 부어 끓이다가 양파와 풋고추, 붉은 고추를 넣고 한소끔 더 끓인 것이다.",0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlb-JfZQ9BDPCIDN-d4wQVf9xQuZCC1NHarZYPs-Q3-bn4sk7qQojTkdMGoaw&s
199,닭볶음탕,닭볶음탕 : 닭과 감자를 먹기 좋게 도막 내어 냄비에 넣고 매운 양념장과 버무려 바특하게 끓여 낸 닭고기 요리,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlb-JfZQ9BDPCIDN-d4wQVf9xQuZCC1NHarZYPs-Q3-bn4sk7qQojTkdMGoaw&s
200,닭조림,"닭조림 : 토막 낸 닭과 깍둑썰기 한 당근ㆍ감자ㆍ양파, 어슷하게 썬 수삼ㆍ붉은 고추에 간장 양념(간장, 다진 마늘ㆍ생강, 설탕, 물엿, 참기름, 물)을 넣고 조린 것을 말하며, 그릇에 담아 낼 때 고명으로 잣을 올린다.",0,0,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTr2GnQXL29FOFgNNumC4FE1JSy8kR9ofz3oMwQ4kx5t-qmcCXXN3lIILXGEtQ&s
201,닭죽,닭죽 : 닭에 물을 부어 고은 다음 육수에 닭고기 찢은 것과 불린 쌀을 함께 넣어 끓인 음식,0,0,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7AIL-ulLYA-mrTvNmGCowRMYFHv3EOo_K15pzO7r2AOhtVIbMiOehdSTjBA&s
202,닭찜,안동찜닭 : 경상북도 안동에서 유래한 음식으로 삶은 닭에 소스 온갖 채소와 양념을 섞어 졸인 요리,0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQu9JOJhle_E4OQW0RRNQc9M3IWxXQ51TwhJX60QqVDj_5yvSFTO2aKrqLkaLQ&s
203,닭칼국수,"닭칼국수 : 닭을 고아서 우려낸 육수에 칼국수를 넣어 끓인 후, 닭고기 살을 발라 양념한 것을 올려 먹는 음식이다.",0,0,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKdIooLrRgmoJX0HXyoQ2GoT-Wn9ijEJcOOzsjCUtim2aM79h1HJLeSW1FvA&s
204,닭튀김,NULL,0,0,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuzxRdel5z6H9OO4jGZFwP26VlIIeR6DzwByF5nYrTMMgeXhJZoH5oWaDPXQ&s
205,당근볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZZP9aHVts8K0UmUlGxEMltNl8CXQK18YQnqZ0-FAztXCxVmi9zpBAgdIaGNs&s
206,대구매운탕,NULL,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUra-C1YC5syqOWCO2oM4aHyQKeQuXK-EjJty589Y2Iyb_gTSmc4jOnLyfHA&s
207,대구볼찜,"대구볼찜 : 대구머리와 콩나물에 고운 고춧가루, 다진 마늘, 소금, 물을 넣고 끓이다가 양념장(생강즙, 국간장, 청주, 육수, 참기름, 깨소금, 후춧가루)에 찹쌀가루를 섞어 넣고 걸쭉하게 익혀 미나리와 대파를 넣은 것이다.",0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSeuI7VXLIkH3bj0869FT_SIpNW-WmGTXQM1gQS9XCa1A86G2lqkZDxLPuy-w&s
208,대구지리탕,NULL,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGSGtKw7wWRCSupOy8Q0HdlcCIca9YQpez0oTF-5d6UJls3U5KNX21NNx8ew&s
209,대구찜,NULL,0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjHti9oPj0O6Tc-5FijOD0UxrzVUK_pQYwtgJtUpy3u4xD7Ldqyqx_I4T1OA&s
210,대구포,NULL,0,0,25,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIHIzNnFLKmwXFsxDyqaZJFyaAWrz1v0UKbHlekSHnpRBI6YNOUF7ZZREzrP0&s
211,대합미역국,NULL,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcqV1VVjcOe3EF3USYxMovMYypE_qZzpjSfNvKjDtTAk2yxfPuTfBV2UArxw&s
212,더덕구이,더덕구이 : 더덕으로 하는 한국요리,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTppU8ibUGUTdV66FpxGbx3Ww1uq7M7b6eJImbVk8GqHJBYtgDwwslmtMlCXA&s
213,더덕무침,더덕무침 만드는 법 : 더덕에 갖은 양념을 하여 무친 요리,0,0,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQj-wX-vSX7nJCqgCUw9jCXlaq8YFIUEfPisHmuX-Fe8ew_0Aey2QNnUUHD&s
214,더덕장아찌,"더덕장아찌 : 고추장에 박아 둔 더덕에 간이 배이면 꺼내서 찢어 참기름, 설탕 등을 넣어 무친 장아찌",0,0,29,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2Fmnv64PaszFdxh0UMX3anlj6BlMx9cavb9X_aZG9qrkDd1ChdBuihr9ZnAY&s
215,도가니탕,도가니탕 만드는 법 : 소의 무릎뼈를 고아 만드는 보양음식의 조리법,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJygyXO4vPhuFpV0ABxoVU50oPE57WSkW2SZOlnp4LeOpJr9F9mMiE2dJyflY&s
216,도넛,NULL,0,0,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRO_uN1UV6ZfDmA9ZdelIrm4qJgu7qPsj8VEZXOP3AOYC3Co-TSQt3HuQmzWQ&s
217,도라지나물,도라지나물 : 도라지로 만든 나물,0,0,23,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLquCcBOsOZ_I8TNyFJHCpbeQBvkWoJVCu26lJxMv7ZJhKdf7L-Mvqit9WEyk&s
218,도라지생채,"도라지생채 : 손질한 생도라지에 설탕, 식초, 고춧가루 등을 넣어 맛을 낸 생채",0,0,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOCWQWvuUQB1Yv1RkweMGY-rdSxvte0JzErHaZ5m7B2rFsNaqhzgERydCOKw&s
219,도라지오이생채,NULL,0,0,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLJeevcrdSTWL_NjeQAY3XlE_W64uVTNHTI3idERuwJzdHRnLwsDmwta8jkfo&s
220,도미구이,도미구이 : 손질한 도미를 참기름을 발라가며 석쇠에 구운 음식이다.,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdMXoRCwwctDcCtAYcwYiw8wSNVyVQxjXbxaig0Q3J2qdL6Gwp21coJf8LHyU&s
221,도미찜,NULL,0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSwtab5ysEbc-Xejk3p3Q12LuduMA5HrzkF6FXtRZzmWRbHdpQsnJ1gcecptg&s
222,도토리묵,"도토리묵 : 곱게 간 도토리가루를 물에 담가서 떫은맛을 우려낸 후, 앙금만 모아서 끓이고 식혀서 굳힌 것",0,0,31,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJVYQLSYF2cZ7KnmGi4Je8AuHvvIUUv1Hzhqfo1i5AXXcj4aEobiIZT09dpu4&s
223,도토리묵무침,도토리묵무침 : 도토리묵을 쑤어 야채를 넣고 양념간장에 무쳐 낸 묵무침,0,0,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyJ2eL4WIe-xk7aOau7-0v99VXSJV5zqTMHAWLD-4h0-IGZYSyVsArx0du3F4&s
224,도토리묵말이,NULL,0,0,31,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStEmZZ4eHlpXyIABSWZCi9UgGuEzLEpH3vwZJmWw-C4rBTXdleW4KekL6izg&s
225,돈까스김밥,NULL,0,0,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6wsPM0ewVaG5Czh0WOmYCA6f219lzs3iDImg6vuvoLYG-uBJSgKRrIXOkzw&s
226,돌나물,돌나물 : 돌나물은 봄철 대표적인 나물인데요.,0,0,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjahm-CDcag4vt8L8KNStwQd-ru4xF3PZ_YLZdZ9Uz9XivbBjp6yBLE8QAGw&s
227,돌나물무침,NULL,0,0,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLjALTz6CjH94_LRQ9SUNJBnzpNa5tIEjoUoIvi2gba6xproW8FY7BW5aL-QU&s
228,돌나물물김치,"돌나물물김치 : 돌나물에 미나리, 당근, 무, 생강, 마늘로 양념하여 고춧가루로 만든 국물을 부어 담근 김치",0,0,21,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeXhBzw37NgnO-ZRoN6JSyxd9gFvrBMO6wsMm3iTIW-uQROk5Tnaqq8XfEmnw&s
229,돌솥비빔밥,돌솥비빔밥 : 곱돌솥에 밥을 하여 여러 가지 재료를 넣고 따뜻하게 먹는 비빔밥,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz2KztepmBM9AhrTfhCj00ocd6PBdPQMNX2Q7gkIi8wlUOWZjJaClm3_cKRQ&s
230,동그랑땡,"동그랑땡 : 동그랑땡은 고기 완자 전을 말하는데, 동그랗게 생긴 모양으로 인해 부르게 된 명칭이다.",0,0,26,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNudS59yDt7tL7VXDrwpqB3XuvbFADq4n_A9_B8yt2EUR-IX9B0jJCrSrRLw&s
231,동치미,동치미 : 통째 또는 크게 썬 무를 잠깐 절여 국물을 흥건하게 하여 심심하게 담근 김치,0,0,21,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOridP-Ume_rxKhwAAvbbmLAddhHks89wR_pwmqLJ5Ch37oehVMpQKnvw5ouo&s
232,동태국,NULL,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBwV1worhdOwei-uH4mCzUJbT1SvhRwSGm_wKI5u2eD087tPwEwJpXOnWxiQ&s
233,동태까스,NULL,0,0,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlxixO4ceIbbcKNMhgWr8chUnmaOu3u9FnakNGM5Lk0G2SyB95BRSNkoBZhg&s
234,동태매운탕,NULL,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSirdjKjqZ9OSiLTEXy57Jr3koZA5zZSmYOZ5iXbSvP53HZe-ibAEhV7mKlKQ&s
235,동태전,"동태전 : 소금, 후춧가루로 밑간한 동태포에 밀가루와 달걀물을 입혀 식용유를 두른 팬에 지진 것이다.",0,0,26,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_rua-hpSRcqQdigYFfnEwsFBkSa2ZI9zUnBhDmSjD-qOo4_pCDjPvh9UalA&s
236,동태조림,NULL,0,0,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQScEMu0JsUiSlGDvIU35qTmF2C1jwPDcp4OYWoJsNO9KQeEo0scMopLRAtLyU&s
237,동태찌개,"동태찌개 : 끓는 물에 된장, 고추장을 풀어 한소끔 끓으면 나박썰기 한 무와 토막 낸 동태를 넣고 끓이다가 다진 마늘ㆍ생강, 고춧가루, 채 썬 양파, 두부를 넣고 끓여 소금으로 간한 것이다.",0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSirdjKjqZ9OSiLTEXy57Jr3koZA5zZSmYOZ5iXbSvP53HZe-ibAEhV7mKlKQ&s
238,동태찜,동태찜 : 명태를 급속 냉동시킨 것이 동태다.,0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDQ16gLVcfUyYoaJUQoRav-6fcGZR5TwuW7KmcfAcMpa02rmtymeKz6ooR23g&s
239,돼지갈비,NULL,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBNtapbSpbIQ9hQhrnH2VIyH7pZL5zn7Is-Og5l5yqXgk8AAV5WnbrJ6wCmg&s
240,돼지갈비구이,돼지갈비구이 : 돼지갈비로 만든 구이요리,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlj3Sz9ngsANmKLqppf6tX3lRkqi9Q3YyI-BJJsQ7xeFtolBblG_bPr3CabCY&s
241,간장돼지갈비구이,돼지갈비구이 : 돼지갈비로 만든 구이요리,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTiAvy4v78yhzZfENQXeayCGElpF6wnX86CtV1MLaMPTT5sndY6DrqdTyxqj28&s
242,돼지갈비찜,돼지갈비찜 : 돼지갈비를 이용해서 만든 찜,0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTiAvy4v78yhzZfENQXeayCGElpF6wnX86CtV1MLaMPTT5sndY6DrqdTyxqj28&s
243,돼지고기메추리알장조림,NULL,0,0,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNDBROm4zVGR_vfiv-lohwL7PjgPyMOBZccjYlFnS4RlPiYbOiPHKYd5bQaB8&s
244,돼지고기수육,"돼지고기 수육 : 돼지고기 덩어리를 된장, 소주 등을 넣어 삶아낸 뒤 썰어 새우젓, 초고추장과 곁들여 먹는 음식",0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKl3w14pD2VwbAGgSP5ehgFEMajn_WWENYPsKUo-gMdUcci74nj8YlPvItReo&s
245,돼지고기김치볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbIitSsGOKb0XZBxTeRJ8QgkOMXU1EN738EEM8MC3G8UeAr4GJyPdOevJhHfU&s
246,돼지고기김치찌개,김치찌개 : 김치로 만든 한국 찌개류,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZpAkz4x0oET5rPEYZvk6_6X-ZXeder2MYP1VNuN8xT6zQXDadK_QykQMQ2gg&s
247,돼지고기김치찜,NULL,0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtcal-0-TOEE-juV3diji7dJaPrdlxokSJUUoN-wd3wJdIh9lq53zhaUvzpRI&s
248,돼지고기녹두빈대떡,"빈대떡 : 간 녹두에 김치, 돼지고기를 넣고 납작하게 부쳐 먹는 평안도의 전통음식",0,0,26,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTODvW5e7p7K0e7iICEJfF8rukLHKnjBUuc31iLRDwaJlSdIuW0Ca5Fri0N52M&s
249,돼지고기덮밥,NULL,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ69Gp6BFxwr08LK6embuJkPhQKJfmkvX_dP4hcgqUrpMI6IEyzlG2QLMR9hA&s
250,돼지고기볶음,돼지고기볶음 : 돼지고기를 얇게 저며 생강즙을 넣은 고추장 양념에 재웠다가 볶은 음식이다.,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRifEWSM2YEHVKYpadTaa5WcZvzIgU0rMd7IgaHx7IY1NtmABgkMEPaKAI1tA&s
251,버섯돼지고기볶음,돼지고기볶음 : 돼지고기를 얇게 저며 생강즙을 넣은 고추장 양념에 재웠다가 볶은 음식이다.,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2JNKp4jSz9LGTvkWMKwOauJsRGlOnBEIDvoL-wEnkEG9vpVfcmK1kFL830YM&s
252,오징어돼지고기볶음,돼지고기볶음 : 돼지고기를 얇게 저며 생강즙을 넣은 고추장 양념에 재웠다가 볶은 음식이다.,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTk7w5Bj6iJ0JZRU288m87SCdkrENj--S9RI2BKLTnD3nuYVodZh50b3TyJNA&s
253,짜장돼지고기볶음,돼지고기볶음 : 돼지고기를 얇게 저며 생강즙을 넣은 고추장 양념에 재웠다가 볶은 음식이다.,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8Hd7lFUHJKh_OmXVSx0bPUbDbCnHikuaNtTBQummce_lSr8QapZ8vk9uXiQ&s
254,돼지고기산적,"돼지고기산적 : 소금과 된장을 넣은 물에 삶은 돼지고기를 썰어 양념(다진 파ㆍ마늘, 소금, 깨소금, 참기름)하여 꼬치에 꿰어 식용유를 두른 팬에 지진 것이다.",0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTU3TZJ_lroEfnl45GwViaCAXA5wa6YM1o_7fKl0jcyFpnJ3Ico-fmq20bk0TI&s
255,돼지고기완자전,"돼지고기완자전 : 다진 돼지고기ㆍ양파ㆍ당근, 으깬 두부에 소금, 다진 파ㆍ마늘, 참기름, 후춧가루를 넣고 양념하여 동글납작하게 완자를 빚어 밀가루와 달걀물을 묻혀 식용유를 두른 팬에 지진 것이다.",0,0,26,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDNzko947BFMcWjAKTNAsnBSaGeOnVLacJNHfEyikjyhYzMr4E2V9TM2yesyw&s
256,돼지고기장조림,"돼지고기장조림 : 돼지고기를 토막 내어 생강, 물, 파, 마늘을 넣고 고기를 푹 삶은 다음 간장과 설탕을 넣어 은근한 불에 조린 것이다.",0,0,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAf8oF_UiyVPgzY84NKkPf7QtCvizy8oxBHbw60Vvf6vvVg1XHFtcvdQcDrrU&s
257,돼지고기찌개,"돼지고기찌개 : 납작하게 썬 돼지고기와 배추김치, 나박썰기 한 무, 채 썬 양파, 고추장, 고춧가루, 다진 생강을 넣고 물을 부어 끓이다가 납작하게 썬 두부를 넣고 다진 마늘, 대파, 소금, 후춧가루로 양념하여 끓인 것이다.",0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR319ha9-7w9NbXTUf7y_1NJYUksODubsa3nzh3pFU1f9rlP9fvaJkkkzTHBLw&s
258,돼지고기찜,NULL,0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSa7vaiuDoZTPIQsC-hnMQ9qedGKPlzzPXAacB44j5gk90uwzGoOlM9Fr8J0A&s
259,돼지고기채소볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEj4Td1LK4CMUP5l5U0ThZD_0Py-xQ6_rO47eh0W_bWJuWhcEU5tj42oOt2g&s
260,돼지국밥,돼지국밥 : 돼지 뼈로 우려낸 육수에 돼지고기 편육과 밥을 넣어 먹는 국밥류,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3pzDYJcgSDsAN0EFfvEHLo6QBtLzIfU0dukgLhKlqoHP2mSPsYQpcxv2FjcY&s
261,돼지껍데기볶음,"돼지껍데기볶음 : 돼지 껍데기는 돼지의 껍데기 부분으로, 삶아서 매콤하게 볶아 먹는다.",0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqZf-cQkKD7an_ndTNyhuIs7uUuOis0KnxbTp8Io7aVUNIYquBUTqXk9YeUA&s
262,돼지등갈비찜,NULL,0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3zuGBlQ4rPh7Htg0Yv_R-LaywqLsIOAdVPunG0yu7yZOGov68xnxc0DgB7_8&s
263,돼지머리고기,돼지머리편육 : 돼지머리를 이용한 편육요리,0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRO4xVndMXeCTvEbhMPdLB77uGqfZ1zcxuCrtUvLWwWNZUnmUE3hBzIiq6TadQ&s
264,돼지불고기,제육볶음 : 돼지고기 목살을 얇게 저며 잔 칼집을 넣고 생강즙을 충분히 넣은 고추장 양념에 재웠다 볶은 대표적인 고추장 양념 볶음,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQA-8rHGLoa7XrIDiLYUv7bsqXAei_PDh2o5yEQok94cOziHx0cXSpheTt1vQ&s
265,간장돼지불고기,제육볶음 : 돼지고기 목살을 얇게 저며 잔 칼집을 넣고 생강즙을 충분히 넣은 고추장 양념에 재웠다 볶은 대표적인 고추장 양념 볶음,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTys0nfgzypXlmf3uyv3dZzA7naSPU7uV0Z8iTb8NdteEmp6Kf_xId5GGPVbQ&s
266,고추장돼지불고기,제육볶음 : 돼지고기 목살을 얇게 저며 잔 칼집을 넣고 생강즙을 충분히 넣은 고추장 양념에 재웠다 볶은 대표적인 고추장 양념 볶음,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVp987Mk-OeijlJ485ZULEfebWcmKJPuo654f-90kOiABq5gS137BqDwdd_vM&s
267,된장찌개,된장찌개 : 된장을 푼 물에 갖은 재료를 넣어 끓인 찌개,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0LhZ3UGWEun0wvataO-1R4uBLtODe_6FLi8QkKxeroySlh_xKo5IDfH8Aog&s
268,두릅초고추장무침,NULL,0,0,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4AEa_DtMgfCe61QFYdSU8SCzpU5MROQQO47j7yOEjsVkNyt9jig0daisZxGE&s
269,두부고추장찌개,NULL,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHhP1rkW0IIW4-baBSDOpUccSQhMYhxziTcv3azKy-fysPbJssK75fwtKwkw&s
270,두부김치,두부김치 : 따뜻하게 데친 두부에 김치와 돼지고기를 볶아 곁들인 음식,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRGiU0iZphxAmiJ2LlYTb0NkIklCSKhBOiEpJHP4rvulAKgaq21znQK6NeRywg&s
271,돼지고기두부김치,두부김치 : 따뜻하게 데친 두부에 김치와 돼지고기를 볶아 곁들인 음식,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRB6GHcYbSYrtgQLMCwXPwmJccbhOkl1PXHdo-joahKWi4GfroJ2yVPRi-F0Zw&s
272,두부된장국,NULL,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqMD7KRpow_2t0MBCSH062zLLN-2wnmo3V_kW8LZkJ3gJg9WN3KvgntvopG8w&s
273,두부된장찌개,된장찌개 : 된장을 푼 물에 갖은 재료를 넣어 끓인 찌개,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTi59HJmP6M0TxGD6o9mZw0OBMBDn2i78mNKyXI0aPMHJgxiQypnXXpKp0LulI&s
274,두부부침,NULL,0,0,26,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTX6Qym99HPx1gPFt1BFlcVZJK4e9e9Feio4Ck4q3kdhkWUDVBqQHWczdYC-g&s
275,두부전,"두부전 : 두부전은 콩이 좋은 함경도에서 두부지지미, 두부저냐, 연포전 등으로 불리우며 제사상에는 빠지지 않고 반드시 올리는 아주 친숙한 찬물이다.",0,0,26,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxRgd2SHJjulTeEZyYygnBZJYqiNi_mWq5UQpsgsb9kRUzpynpq_jNQjC9nQ&s
276,두부전골,두부전골 : 두부를 이용한 전골요리,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxPDADIXcLTqzQZ-eN67edb_-PqSHKlZYQb7zhDfNT6njmrWp8D9Nkv1gmxiA&s
277,두부조림,두부조림 : 두부로 만든 조림 요리,0,0,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4cBfF96TO3vQQkzw1NT4ejP-ArXIBHLSKSxnMlmVuNIewFnPG5dVyc038&s
278,들깨국,NULL,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSohMJWBrhxdAA2gKsZtAIom8qOKcFdooh4tCvz5x8AP-Tm4a0to5DGVBD7XA&s
279,들깨칼국수,들깨칼국수 : 들깨 즙을 물과 함께 끓이다가 칼국수를 넣고 애호박과 표고버섯을 고명으로 얹은 국수,0,0,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAwmx1kzNx0M-0rvfxLODtvQAQxmAmKrmJKUVps2X42cKv8xUatojHM_YKBA&s
280,등심돈가스,NULL,0,0,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRveXxIe9bMV9LM6GB-BTYkGI_AYJFtNZtA6AEPyuNcLpJFgR1dEpPhv-667dU&s
281,등심돈까스,NULL,0,0,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-JNhHwMXZaRTuz6hwCVgH92QVVi1m1PNgMEZf8u0ATEYut9e1sjLzXMg1xfw&s
