ingre_no,ingre_ko_name,ingre_en_name,allergy_no
828,인절미,"injeolmi, Korean traditional rice cake",0
829,잉어,"common carp",0
830,자귀나무꽃,"silk tree flower",0
831,자두,plum,0
832,자두나무열매,"plum tree/ japanese plum",0
833,자두핵,plum,0
834,자란,"bletillae rhizoma",0
835,자리공,"phytolacca esculenta",0
836,자리돔,"pearl-spot chromis",0
837,자몽,grapefruite,0
838,자몽과육,grapefruit,0
839,자몽열매,grapefruit,0
840,자몽주스,"grapefruite juice",0
841,자운영,milk-vetch,0
842,자작나무,birch,0
843,자주감자,"purple potato",0
844,자주루드베키아,echinacea,0
845,작두콩,"sword bean",0
846,작약,"peony root",0
847,잔멸치,"japanese anchovy/ anchovy",0
848,잡뼈국물,"mixed bone broth",0
849,잣,"pine nut",0
850,잣나무,"korean pine",0
851,잣나무견과,"korean pine/ pine nut/ pine nut",13
852,잣나무씨앗,"nut pine",13
853,잣나무잎,"nut pine leaf",0
854,장아찌,"pickled vegetables",0
855,장어,eel,0
856,재스민,jasmine,0
857,재스민꽃,"jasmine flower",0
858,재첩,"marsh clam",0
859,"저온 살균한 우유","pasteurized milk",2
860,적상추,"red lettuce",0
861,적양배추,"red cabbage",0
862,적작약,"paeony/ chinese paeony",0
863,적포도주,"red wine",0
864,전갈,scorpion,0
865,전복,abalone,18
866,전분,starch,0
867,전어,"dotted gizzard shad",0
868,접시꽃,hollyhock,0
869,젓새우,"akiami paste shrimp",9
870,정어리,sardine,0
871,제라늄,geranium,0
872,제라니움,geranium,0
873,"제라니움, 로즈","geranium / rose",0
874,제비꽃,"manchurian violet",0
875,제비추리,"rope meat",0
876,조,"italian millet",0
877,조개,clam,18
878,조구등,"uncaria rhynchophylla",0
879,조기,"croaker/ yellow corbina",0
880,조미료,"seasoning, (formal) condiment",0
881,조생,mandarin,0
882,조청,"grain syrup",0
883,졸복,"panther puffer",0
884,좁쌀,"foxtail millet",0
885,주꾸미,"webfoot octopus",0
886,주름잎,"asian mazus",0
887,주목,yew,0
888,주목열매,"japaness yew/ yew",0
889,죽순,"bamboo sprout",0
890,중국계피,"chinese cinnamon",0
891,중국당귀,"dang gui/ dan gui/ dang quai",0
892,중국밤,"chinese chestnut",0
893,중국부추,"chinese chives",0
894,중국젓새우,"northern mauxia shrimp",9
895,중력분,"gravity powder",0
896,중새우,shrimp,9
897,중하,"shiba shrimp",9
898,쥐눈이콩,"a kind of small bean",0
899,쥐치,"thread-sail filefish /fool fish /porky",0
900,쥐포,"filefish fillet",0
901,지모,anemarrhena,0
902,지칭개,lyrate-hemistepta,0
903,지칭개어린순,lyrate-hemistepta,0
904,진간장,"thick soy",0
905,진달래,azalea,0
906,진달래꽃,"korean rosebay",0
907,진피,"citrus unshiu peel",0
908,질경이,"asian plantain",0
909,집게,"hermit crab",8
910,집오리,"a domestic duck",0
911,"짜장 소스","Jja-jang sauce",0
912,쪽파,"allium fistulosum",0
913,쭈꾸미,"webfoot octopus",0
914,찔레,"baby brier/ wild rosebush/ japanese rose",0
915,찔레꽃어린순,"baby brier/ wild rosebush/ japanese rose",0
916,차돌박이,"brisket point end",0
917,차조,glutinous？foxtail？millet,0
918,찬물,water,0
919,찬밥,rice,0
920,참기름,"sesame oil",0
921,참깨,sesame,0
922,참나리꽃잎,"easter lily",0
923,참나무,oak,0
924,참나무열매,"quercus/ oriental chestnut oak",0
925,참나물,"pimpinella brachycarpa",0
926,참나물잎,shortfruit-pimpinella,0
927,참느릅나무,"korean autumn elm",0
928,참느릅나무잎,"korean autumn elm",0
929,참다슬기,coreana,0
930,참당귀,"korean angelica",0
931,참돔,"red seabream",0
932,참마뿌리,"a yam",0
933,참문어,octopus,0
934,참빗살나무어린잎,"hamilton's spindle/ winterberry euonymus",0
935,참외,"oriental melon",0
936,참외열매,"oriental melon",0
937,참조기,"small yellow croaker",0
938,참취어린잎,edible？aster,0
939,참치,tuna,0
940,참치캔,"canned tuna",0
941,참치통조림,"canned tuna",0
942,참홍어,"mottled skate /mottled skate",0
943,찹쌀,"glutinous rice",0
944,찹쌀가루,"glutinous rice flour",0
945,창포,"菖蒲/ sweet flag/ calamus",0
946,채끝살,striploin,0
947,천궁,cnidium,0
948,천도복숭아,nectarine,11
949,천도복숭아열매,nectarine,11
950,천마,"rhizoma gastrodiae",0
951,천마뿌리,"tall gastrodia tuber root",0
952,천일염,天日鹽,0
953,천일홍,"a globe amaranth",0
954,철갑둥어,pineconefish,0
955,철갑상어,sturgeon,0
956,청각,"sea staghom",0
957,청경채,"pak choi",0
958,청고추,"green chili",0
959,청국장,cheonggukjang,0
960,청매,"inexperienced ume",0
961,청보리,"forage barley",0
962,청양고추,"spicy chili pepper",0
963,청주,"cheongju, refined[clear] rice wine",0
964,청포도,green？grape,0
965,청포묵,"Mung bean jelly",0
966,청피망,"green pepper, bell pepper",0
967,체리,cherry,0
968,"초고온 순간 살균한 우유","ultrahigh temperature sterilized milk",2
969,초고추장,"red chili-pepper paste with vinegar",0
970,초롱꽃어린순,"bell flower",0
971,초콜릿,chocolate,0
972,총각무,"a (young) radish",0
973,춘장,"black bean paste",0
974,취나물,"seasoned aster",0
975,측백나무,"folium biotae orientalis",0
976,측백나무가지,"chinese arborvitae",0
977,측백나무씨,"chinese arborvitae",0
978,측백나무잎,"chinese arborvitae",0
979,치마살,"flap meat",0
980,치즈,cheese,0
981,치즈가루,"cheese powder",0
982,치커리,"common chicory",0
983,"칠리 소스","chili sauce",0
984,칡,"kudzu vine",0
985,칡넝쿨,"kudzu vine",0
986,칡잎,"kudzu/ kudzu vine/ kuzu vine/ pueraria",0
987,카네이션꽃,"clove pinks/ rainbow pinks/ carnation",0
988,카람볼라,carambola,0
989,카레,curry,0
990,카레가루,"curry powder",0
991,카망베르,camembert,0
992,"카사바 멜론","casaba melon",0
993,카카오,cacao,0
994,"칸탈루포 멜론","cantaloupe melon",0
995,칼국수,"chopped noodles",0
996,칼국수면,"chopped noodles",0
997,캐모마일,camomil,0
998,캐모마일꽃,"chamomile flower",0
999,캐슈견과,cashew,13
1000,캐슈넛,"cashew nut",13
1001,캥거루고기,"kangaroo meat",0
1002,커피나무과육,"coffee tree",0
1003,커피농축액,"coffee concentrate",0
1004,커피빈추출물,"coffee bean extract",0
1005,커피추출액,"coffee extract",0
1006,케일,kale,0
1007,케일잎,"kale leaf",0
1008,케첩,ketchup,12
1009,코다리,pollack,0
1010,코코넛,coconut,0
1011,"코코넛 밀크","coconut milk",2
1012,"코코넛 우유","coconut milk",2
1013,코코아주스,"cocoa(cacao) juice",0
1014,코코아파우더,"cocoa powder/ cacao powder",0
1015,콜라비,kohlrabi,0
1016,콜라비비대경,kohlrabi,0
1017,콜리플라워,cauliflower,0
1018,콩,bean,0
1019,콩가루,"bean flour",0
1020,콩기름,"bean oil",0
1021,콩나물,"bean sprouts",0
1022,콩잎,bean？leaves,0
1023,퀴노아,quinoa,0
1024,퀴노아씨앗,quinoa,0
1025,크랜베리,cranberry,0
1026,크림,cream,0
1027,크림치즈,"cream cheese",0
1028,큰괭이밥어린순,"mountain lady's-sorrel",0
1029,큰앵초어린잎,primrose,0
1030,클로버,clover,0
1031,키위,kiwi,0
1032,키위씨,"kiwi seed",0
1033,키위열매,kiwi,0
1034,키조개,"comb pen shell",0
1035,킹크랩,"king crab",0
1036,타임,thyme,0
1037,타조,ostrich,0
1038,타조고기,"ostrich meat",0
1039,탱자,"trifoliate orange",0
1040,털게,kegani,8
1041,테프,tef,0
1042,토끼,"hare meat, rabbit meat",0
1043,토끼풀잎,"dutch clover leaf",0
1044,토란,taro,0
1045,토란뿌리줄기,taro,0
1046,토란잎,"taro/ coco yam",0
1047,토란줄기,taro,0
1048,토마토,tomato,12
1049,토마토소스,"tomato sauce",12
1050,토마토열매,"tomato/ lycopersicon lycopoersicum",12
1051,토마토케찹,ketchup,12
1052,토마토케첩,ketchup,12
1053,톳,"sea weed fusiforme",0
1054,톳나물,"sea weed fusiforme",0
1055,통깨,sesame,0
1056,통도라지,"balloon/bell flower (root)",0
1057,통마늘,"a whole bulb of garlic",0
1058,통후추,"whole peppers",0
1059,투구꽃,monk'shood,0
1060,튀김가루,"frying powder",0
1061,튀김기름,"frying oil",0
1062,파,"spring onion",0
1063,파래,"sea lettuce",0
1064,파마산치즈,"Parmesan cheese",0
1065,파스타,pasta,0
1066,파슬리,parsley,0
1067,파슬리가루,parsley,0
1068,파인애플,pineapple,0
1069,파인애플열매,pineapple,0
1070,파파야,papaya,0
1071,파프리카,paprika,0
1072,팔각,"star anise",0
1073,팔랑개비국화(수레국화),cornflower,0
1074,팔랑개비국화꽃잎,cornflower,0
1075,팥,"red bean",0
1076,팥씨,"red bean",0
1077,패랭이꽃,pink,0
1078,"팬지 꽃",pansy,0
1079,팽이버섯,"winter mushroom",0
1080,페퍼민트잎,peppermint,0
1081,포도,grape,0
1082,포도씨유,"grape seed oil",0
1083,포도열매,grape,0
1084,포멜로,pomelo,0
1085,포멜로열매,pomelo,0
1086,퐁듀치즈,"fondue cheese",0
1087,표고버섯,"oak mushroom",0
1088,표주박,"gourd dipper",0
1089,풋고추,"green chilli",0
1090,풋마늘,"green garlic",0
1091,풋콩,"green soybean",0
1092,플레인요구르트,"plain yogurt",0
1093,피망,"sweet pepper",0
1094,피망열매,"sweet pepper/ pimento",0
1095,피스타치오,pistachio,0
1096,피자치즈,"pizza cheese",0
1097,피조개,akagai,0
1098,피칸,pecan,13
1099,피칸견과,pecan,13
1100,피클,pickle,0
1101,하늘나리비늘줄기,"star lily",0
1102,하늘말나리어린순,"korean wheel lily",0
1103,하바네로열매,"habanero chili",0
1104,하수오,"polygoni multiflori radix",0
1105,한라봉,hanbalong,0
1106,한라봉열매,"hallabong/ kabosu(かぽす)",0
1107,할라페뇨,jalapenos,0
1108,할라피뇨,jalapeno,0
1109,핫소스,"hot sauce",0
1110,항정살,jowls,0
1111,해국어린잎,"arctic daisy young leaf",0
1112,해물,seafood,0
1113,해바라기꽃,"sunflower flower",0
1114,해바라기꽃잎,sunflower,0
1115,해바라기씨,"sunflower seed",0
1116,해삼,"sea cucumber",0
1117,해파리,"jellyfish, sea jelly",0
1118,햄,ham,0
1119,허니머스타드,"honey mustard",0
1120,허니머스터드,"honey mustard",0
1121,허브솔트,"herb salt",0
1122,헛개,"japanese raisin tree",0
1123,헤이즐넛,hazelnuts,13
1124,현미,"unpolished rice",0
1125,호두,walnut,13
1126,호리박병,"bottle gourd",0
1127,호박,"pumpkin/ squash",0
1128,호박꽃,"pumpkin flower",0
1129,호박씨,"pumpkin seed",0
1130,호박잎,"pumpkin leaf",0
1131,홍고추,"mashed red pepper",0
1132,홍당무,carrot,0
1133,홍삼,"red ginseng",0
1134,홍시,"soft persimmon",0
1135,홍어,"skate ray",0
1136,홍피망,"bell pepper",0
1137,홍합,"igai/ mytili caro",18
1138,홍화(잇꽃),safflower,0
1139,홍화씨,"safflower/ fucus",0
1140,황기,"astragalus root",0
1141,황기뿌리,"milk vetch root",0
1142,황도,peach,0
1143,황소개구리,"american bull frog",0
1144,황태,"dried pollack",0
1145,회색기러기,"greylag goose",0
1146,후추,pepper,0
1147,후추열매,"black pepper/ pepper/ piperis nigri fructus",0
1148,후춧가루,"ground pepper",0
1149,훈제연어,"smoked salmon",0
1150,휘핑크림,"whipping cream",0
1151,흑미,"black rice",0
1152,흑설탕,"brown sugar",0
1153,흑임자,"black sesame",0
1154,흰강낭콩,"butter bean",0
1155,흰강낭콩열매,"butter bean fruit",0
1156,흰민들레,"korean dandelion",0
1157,흰콩,"white soybean",0
1158,히비스커스,"hibiscus/ hibiscus",0
1159,히비스커스꽃,"hibiscus flower",0
1160,히비스커스꽃잎,hibiscus,0
1161,히아신스꽃,"hyacinth flowers",0
